PassengerId,Pclass,Sex,Age,SibSp,Parch,Fare,Title,Embarked,FamilySize,FamilyID,Survived
447,2,0,13.0,0,1,19.5,4,3,2,50,1
448,1,1,34.0,0,0,26.55,6,3,1,50,1
449,3,0,5.0,2,1,19.2583,4,1,4,4,1
450,1,1,52.0,0,0,30.5,10,3,1,50,1
451,2,1,36.0,1,2,27.75,6,3,4,57,0
452,3,1,,1,0,19.9667,6,3,2,50,0
453,1,1,30.0,0,0,27.75,6,1,1,50,0
454,1,1,49.0,1,0,89.1042,6,1,2,50,1
455,3,1,,0,0,8.05,6,3,1,50,0
456,3,1,29.0,0,0,7.8958,6,1,1,50,1
457,1,1,65.0,0,0,26.55,6,3,1,50,0
458,1,0,,1,0,51.8625,7,3,2,50,1
459,2,0,50.0,0,0,10.5,4,3,1,50,1
460,3,1,,0,0,7.75,6,2,1,50,0
461,1,1,48.0,0,0,26.55,6,3,1,50,1
462,3,1,34.0,0,0,8.05,6,3,1,50,0
463,1,1,47.0,0,0,38.5,6,3,1,50,0
464,2,1,48.0,0,0,13.0,6,3,1,50,0
465,3,1,,0,0,8.05,6,3,1,50,0
466,3,1,38.0,0,0,7.05,6,3,1,50,0
467,2,1,,0,0,0.0,6,3,1,50,0
468,1,1,56.0,0,0,26.55,6,3,1,50,0
469,3,1,,0,0,7.725,6,2,1,50,0
470,3,0,0.75,2,1,19.2583,4,1,4,4,1
471,3,1,,0,0,7.25,6,3,1,50,0
472,3,1,38.0,0,0,8.6625,6,3,1,50,0
473,2,0,33.0,1,2,27.75,7,3,4,57,1
474,2,0,23.0,0,0,13.7917,7,1,1,50,1
475,3,0,22.0,0,0,9.8375,4,3,1,50,0
476,1,1,,0,0,52.0,6,3,1,50,0
477,2,1,34.0,1,0,21.0,6,3,2,50,0
478,3,1,29.0,1,0,7.0458,6,3,2,50,0
479,3,1,22.0,0,0,7.5208,6,3,1,50,0
480,3,0,2.0,0,1,12.2875,4,3,2,50,1
481,3,1,9.0,5,2,46.9,3,3,8,24,0
482,2,1,,0,0,0.0,6,3,1,50,0
483,3,1,50.0,0,0,8.05,6,3,1,50,0
484,3,0,63.0,0,0,9.5875,7,3,1,50,1
485,1,1,25.0,1,0,91.0792,6,1,2,50,1
486,3,0,,3,1,25.4667,4,3,5,32,0
487,1,0,35.0,1,0,90.0,7,3,2,50,1
488,1,1,58.0,0,0,29.7,6,1,1,50,0
489,3,1,30.0,0,0,8.05,6,3,1,50,0
490,3,1,9.0,1,1,15.9,3,3,3,13,1
491,3,1,,1,0,19.9667,6,3,2,50,0
492,3,1,21.0,0,0,7.25,6,3,1,50,0
493,1,1,55.0,0,0,30.5,6,3,1,50,0
494,1,1,71.0,0,0,49.5042,6,1,1,50,0
495,3,1,21.0,0,0,8.05,6,3,1,50,0
496,3,1,,0,0,14.4583,6,1,1,50,0
497,1,0,54.0,1,0,78.2667,4,1,2,50,1
498,3,1,,0,0,15.1,6,3,1,50,0
499,1,0,25.0,1,2,151.55,7,3,4,1,0
500,3,1,24.0,0,0,7.7958,6,3,1,50,0
501,3,1,17.0,0,0,8.6625,6,3,1,50,0
502,3,0,21.0,0,0,7.75,4,2,1,50,0
503,3,0,,0,0,7.6292,4,2,1,50,0
504,3,0,37.0,0,0,9.5875,4,3,1,50,0
505,1,0,16.0,0,0,86.5,4,3,1,50,1
506,1,1,18.0,1,0,108.9,6,1,2,50,0
507,2,0,33.0,0,2,26.0,7,3,3,42,1
508,1,1,,0,0,26.55,6,3,1,50,1
509,3,1,28.0,0,0,22.525,6,3,1,50,0
510,3,1,26.0,0,0,56.4958,6,3,1,50,1
511,3,1,29.0,0,0,7.75,6,2,1,50,1
512,3,1,,0,0,8.05,6,3,1,50,0
513,1,1,36.0,0,0,26.2875,6,3,1,50,1
514,1,0,54.0,1,0,59.4,7,1,2,50,1
515,3,1,24.0,0,0,7.4958,6,3,1,50,0
516,1,1,47.0,0,0,34.0208,6,3,1,50,0
517,2,0,34.0,0,0,10.5,7,3,1,50,1
518,3,1,,0,0,24.15,6,2,1,50,0
519,2,0,36.0,1,0,26.0,7,3,2,50,1
520,3,1,32.0,0,0,7.8958,6,3,1,50,0
521,1,0,30.0,0,0,93.5,4,3,1,50,1
522,3,1,22.0,0,0,7.8958,6,3,1,50,0
523,3,1,,0,0,7.225,6,1,1,50,0
524,1,0,44.0,0,1,57.9792,7,1,2,50,1
525,3,1,,0,0,7.2292,6,1,1,50,0
526,3,1,40.5,0,0,7.75,6,2,1,50,0
527,2,0,50.0,0,0,10.5,4,3,1,50,1
528,1,1,,0,0,221.7792,6,3,1,50,0
529,3,1,39.0,0,0,7.925,6,3,1,50,0
530,2,1,23.0,2,1,11.5,6,3,4,50,0
531,2,0,2.0,1,1,26.0,4,3,3,42,1
532,3,1,,0,0,7.2292,6,1,1,50,0
533,3,1,17.0,1,1,7.2292,6,1,3,20,0
534,3,0,,0,2,22.3583,7,1,3,41,1
535,3,0,30.0,0,0,8.6625,4,3,1,50,0
536,2,0,7.0,0,2,26.25,4,3,3,25,1
537,1,1,45.0,0,0,26.55,10,3,1,50,0
538,1,0,30.0,0,0,106.425,4,1,1,50,1
539,3,1,,0,0,14.5,6,3,1,50,0
540,1,0,22.0,0,2,49.5,4,1,3,50,1
541,1,0,36.0,0,2,71.0,4,3,3,14,1
542,3,0,9.0,4,2,31.275,4,3,7,2,0
543,3,0,11.0,4,2,31.275,4,3,7,2,0
544,2,1,32.0,1,0,26.0,6,3,2,50,1
545,1,1,50.0,1,0,106.425,6,1,2,50,0
546,1,1,64.0,0,0,26.0,6,3,1,50,0
547,2,0,19.0,1,0,26.0,7,3,2,50,1
548,2,1,,0,0,13.8625,6,1,1,50,1
549,3,1,33.0,1,1,20.525,6,3,3,23,0
550,2,1,8.0,1,1,36.75,3,3,3,16,1
551,1,1,17.0,0,2,110.8833,6,1,3,53,1
552,2,1,27.0,0,0,26.0,6,3,1,50,0
553,3,1,,0,0,7.8292,6,2,1,50,0
554,3,1,22.0,0,0,7.225,6,1,1,50,1
555,3,0,22.0,0,0,7.775,4,3,1,50,1
556,1,1,62.0,0,0,26.55,6,3,1,50,0
557,1,0,48.0,1,0,39.6,2,1,2,50,1
558,1,1,,0,0,227.525,6,1,1,50,0
559,1,0,39.0,1,1,79.65,7,3,3,52,1
560,3,0,36.0,1,0,17.4,7,3,2,50,1
561,3,1,,0,0,7.75,6,2,1,50,0
562,3,1,40.0,0,0,7.8958,6,3,1,50,0
563,2,1,28.0,0,0,13.5,6,3,1,50,0
564,3,1,,0,0,8.05,6,3,1,50,0
565,3,0,,0,0,8.05,4,3,1,50,0
566,3,1,24.0,2,0,24.15,6,3,3,16,0
567,3,1,19.0,0,0,7.8958,6,3,1,50,0
568,3,0,29.0,0,4,21.075,7,3,5,38,0
569,3,1,,0,0,7.2292,6,1,1,50,0
570,3,1,32.0,0,0,7.8542,6,3,1,50,1
571,2,1,62.0,0,0,10.5,6,3,1,50,1
572,1,0,53.0,2,0,51.4792,7,3,3,50,1
573,1,1,36.0,0,0,26.3875,6,3,1,50,1
574,3,0,,0,0,7.75,4,2,1,50,1
575,3,1,16.0,0,0,8.05,6,3,1,50,0
576,3,1,19.0,0,0,14.5,6,3,1,50,0
577,2,0,34.0,0,0,13.0,4,3,1,50,1
578,1,0,39.0,1,0,55.9,7,3,2,50,1
579,3,0,,1,0,14.4583,7,1,2,50,0
580,3,1,32.0,0,0,7.925,6,3,1,50,1
581,2,0,25.0,1,1,30.0,4,3,3,50,1
582,1,0,39.0,1,1,110.8833,7,1,3,53,1
583,2,1,54.0,0,0,26.0,6,3,1,50,0
584,1,1,36.0,0,0,40.125,6,1,1,50,0
585,3,1,,0,0,8.7125,6,1,1,50,0
586,1,0,18.0,0,2,79.65,4,3,3,52,1
587,2,1,47.0,0,0,15.0,6,3,1,50,0
588,1,1,60.0,1,1,79.2,6,1,3,50,1
589,3,1,22.0,0,0,8.05,6,3,1,50,0
590,3,1,,0,0,8.05,6,3,1,50,0
591,3,1,35.0,0,0,7.125,6,3,1,50,0
592,1,0,52.0,1,0,78.2667,7,1,2,50,1
593,3,1,47.0,0,0,7.25,6,3,1,50,0
594,3,0,,0,2,7.75,4,2,3,7,0
595,2,1,37.0,1,0,26.0,6,3,2,50,0
596,3,1,36.0,1,1,24.15,6,3,3,55,0
597,2,0,,0,0,33.0,4,3,1,50,1
598,3,1,49.0,0,0,0.0,6,3,1,50,0
599,3,1,,0,0,7.225,6,1,1,50,0
600,1,1,49.0,1,0,56.9292,10,1,2,50,1
601,2,0,24.0,2,1,27.0,7,3,4,50,1
602,3,1,,0,0,7.8958,6,3,1,50,0
603,1,1,,0,0,42.4,6,3,1,50,0
604,3,1,44.0,0,0,8.05,6,3,1,50,0
605,1,1,35.0,0,0,26.55,6,1,1,50,1
606,3,1,36.0,1,0,15.55,6,3,2,50,0
607,3,1,30.0,0,0,7.8958,6,3,1,50,0
608,1,1,27.0,0,0,30.5,6,3,1,50,1
609,2,0,22.0,1,2,41.5792,7,1,4,31,1
610,1,0,40.0,0,0,153.4625,4,3,1,50,1
611,3,0,39.0,1,5,31.275,7,3,7,2,0
612,3,1,,0,0,7.05,6,3,1,50,0
613,3,0,,1,0,15.5,4,2,2,50,1
614,3,1,,0,0,7.75,6,2,1,50,0
615,3,1,35.0,0,0,8.05,6,3,1,50,0
616,2,0,24.0,1,2,65.0,4,3,4,26,1
617,3,1,34.0,1,1,14.4,6,3,3,15,0
618,3,0,26.0,1,0,16.1,7,3,2,50,0
619,2,0,4.0,2,1,39.0,4,3,4,5,1
620,2,1,26.0,0,0,10.5,6,3,1,50,0
621,3,1,27.0,1,0,14.4542,6,1,2,50,0
622,1,1,42.0,1,0,52.5542,6,3,2,50,1
623,3,1,20.0,1,1,15.7417,6,1,3,36,1
624,3,1,21.0,0,0,7.8542,6,3,1,50,0
625,3,1,21.0,0,0,16.1,6,3,1,50,0
626,1,1,61.0,0,0,32.3208,6,3,1,50,0
627,2,1,57.0,0,0,12.35,9,2,1,50,0
628,1,0,21.0,0,0,77.9583,4,3,1,50,1
629,3,1,26.0,0,0,7.8958,6,3,1,50,0
630,3,1,,0,0,7.7333,6,2,1,50,0
631,1,1,80.0,0,0,30.0,6,3,1,50,1
632,3,1,51.0,0,0,7.0542,6,3,1,50,0
633,1,1,32.0,0,0,30.5,1,1,1,50,1
634,1,1,,0,0,0.0,6,3,1,50,0
635,3,0,9.0,3,2,27.9,4,3,6,49,0
636,2,0,28.0,0,0,13.0,4,3,1,50,1
637,3,1,32.0,0,0,7.925,6,3,1,50,0
638,2,1,31.0,1,1,26.25,6,3,3,11,0
639,3,0,41.0,0,5,39.6875,7,3,6,39,0
640,3,1,,1,0,16.1,6,3,2,50,0
641,3,1,20.0,0,0,7.8542,6,3,1,50,0
642,1,0,24.0,0,0,69.3,5,1,1,50,1
643,3,0,2.0,3,2,27.9,4,3,6,49,0
644,3,1,,0,0,56.4958,6,3,1,50,1
645,3,0,0.75,2,1,19.2583,4,1,4,4,1
646,1,1,48.0,1,0,76.7292,6,1,2,50,1
647,3,1,19.0,0,0,7.8958,6,3,1,50,0
648,1,1,56.0,0,0,35.5,0,1,1,50,1
649,3,1,,0,0,7.55,6,3,1,50,0
650,3,0,23.0,0,0,7.55,4,3,1,50,1
651,3,1,,0,0,7.8958,6,3,1,50,0
652,2,0,18.0,0,1,23.0,4,3,2,50,1
653,3,1,21.0,0,0,8.4333,6,3,1,50,0
654,3,0,,0,0,7.8292,4,2,1,50,1
655,3,0,18.0,0,0,6.75,4,2,1,50,0
656,2,1,24.0,2,0,73.5,6,3,3,27,0
657,3,1,,0,0,7.8958,6,3,1,50,0
658,3,0,32.0,1,1,15.5,7,2,3,7,0
659,2,1,23.0,0,0,13.0,6,3,1,50,0
660,1,1,58.0,0,2,113.275,6,1,3,50,0
661,1,1,50.0,2,0,133.65,1,3,3,50,1
662,3,1,40.0,0,0,7.225,6,1,1,50,0
663,1,1,47.0,0,0,25.5875,6,3,1,50,0
664,3,1,36.0,0,0,7.4958,6,3,1,50,0
665,3,1,20.0,1,0,7.925,6,3,2,50,1
666,2,1,32.0,2,0,73.5,6,3,3,27,0
667,2,1,25.0,0,0,13.0,6,3,1,50,0
668,3,1,,0,0,7.775,6,3,1,50,0
669,3,1,43.0,0,0,8.05,6,3,1,50,0
670,1,0,,1,0,52.0,7,3,2,50,1
671,2,0,40.0,1,1,39.0,7,3,3,8,1
672,1,1,31.0,1,0,52.0,6,3,2,50,0
673,2,1,70.0,0,0,10.5,6,3,1,50,0
674,2,1,31.0,0,0,13.0,6,3,1,50,1
675,2,1,,0,0,0.0,6,3,1,50,0
676,3,1,18.0,0,0,7.775,6,3,1,50,0
677,3,1,24.5,0,0,8.05,6,3,1,50,0
678,3,0,18.0,0,0,9.8417,4,3,1,50,1
679,3,0,43.0,1,6,46.9,7,3,8,24,0
680,1,1,36.0,0,1,512.3292,6,1,2,50,1
681,3,0,,0,0,8.1375,4,2,1,50,0
682,1,1,27.0,0,0,76.7292,6,1,1,50,1
683,3,1,20.0,0,0,9.225,6,3,1,50,0
684,3,1,14.0,5,2,46.9,6,3,8,24,0
685,2,1,60.0,1,1,39.0,6,3,3,8,0
686,2,1,25.0,1,2,41.5792,6,1,4,31,0
687,3,1,14.0,4,1,39.6875,6,3,6,39,0
688,3,1,19.0,0,0,10.1708,6,3,1,50,0
689,3,1,18.0,0,0,7.7958,6,3,1,50,0
690,1,0,15.0,0,1,211.3375,4,3,2,50,1
691,1,1,31.0,1,0,57.0,6,3,2,50,1
692,3,0,4.0,0,1,13.4167,4,1,2,50,1
693,3,1,,0,0,56.4958,6,3,1,50,1
694,3,1,25.0,0,0,7.225,6,1,1,50,0
695,1,1,60.0,0,0,26.55,0,3,1,50,0
696,2,1,52.0,0,0,13.5,6,3,1,50,0
697,3,1,44.0,0,0,8.05,6,3,1,50,0
698,3,0,,0,0,7.7333,4,2,1,50,1
699,1,1,49.0,1,1,110.8833,6,1,3,53,0
700,3,1,42.0,0,0,7.65,6,3,1,50,0
701,1,0,18.0,1,0,227.525,7,1,2,50,1
702,1,1,35.0,0,0,26.2875,6,3,1,50,1
703,3,0,18.0,0,1,14.4542,4,1,2,50,0
704,3,1,25.0,0,0,7.7417,6,2,1,50,0
705,3,1,26.0,1,0,7.8542,6,3,2,50,0
706,2,1,39.0,0,0,26.0,6,3,1,50,0
707,2,0,45.0,0,0,13.5,7,3,1,50,1
708,1,1,42.0,0,0,26.2875,6,3,1,50,1
709,1,0,22.0,0,0,151.55,4,3,1,50,1
710,3,1,,1,1,15.2458,3,1,3,35,1
711,1,0,24.0,0,0,49.5042,5,1,1,50,1
712,1,1,,0,0,26.55,6,3,1,50,0
713,1,1,48.0,1,0,52.0,6,3,2,50,1
714,3,1,29.0,0,0,9.4833,6,3,1,50,0
715,2,1,52.0,0,0,13.0,6,3,1,50,0
716,3,1,19.0,0,0,7.65,6,3,1,50,0
717,1,0,38.0,0,0,227.525,4,1,1,50,1
718,2,0,27.0,0,0,10.5,4,3,1,50,1
719,3,1,,0,0,15.5,6,2,1,50,0
720,3,1,33.0,0,0,7.775,6,3,1,50,0
721,2,0,6.0,0,1,33.0,4,3,2,50,1
722,3,1,17.0,1,0,7.0542,6,3,2,50,0
723,2,1,34.0,0,0,13.0,6,3,1,50,0
724,2,1,50.0,0,0,13.0,6,3,1,50,0
725,1,1,27.0,1,0,53.1,6,3,2,50,1
726,3,1,20.0,0,0,8.6625,6,3,1,50,0
727,2,0,30.0,3,0,21.0,7,3,4,50,1
728,3,0,,0,0,7.7375,4,2,1,50,1
729,2,1,25.0,1,0,26.0,6,3,2,50,0
730,3,0,25.0,1,0,7.925,4,3,2,50,0
731,1,0,29.0,0,0,211.3375,4,3,1,50,1
732,3,1,11.0,0,0,18.7875,6,1,1,50,0
733,2,1,,0,0,0.0,6,3,1,50,0
734,2,1,23.0,0,0,13.0,6,3,1,50,0
735,2,1,23.0,0,0,13.0,6,3,1,50,0
736,3,1,28.5,0,0,16.1,6,3,1,50,0
737,3,0,48.0,1,3,34.375,7,3,5,21,0
738,1,1,35.0,0,0,512.3292,6,1,1,50,1
739,3,1,,0,0,7.8958,6,3,1,50,0
740,3,1,,0,0,7.8958,6,3,1,50,0
741,1,1,,0,0,30.0,6,3,1,50,1
742,1,1,36.0,1,0,78.85,6,3,2,50,0
743,1,0,21.0,2,2,262.375,4,1,5,45,1
744,3,1,24.0,1,0,16.1,6,3,2,50,0
745,3,1,31.0,0,0,7.925,6,3,1,50,1
746,1,1,70.0,1,1,71.0,10,3,3,14,0
747,3,1,16.0,1,1,20.25,6,3,3,0,0
748,2,0,30.0,0,0,13.0,4,3,1,50,1
749,1,1,19.0,1,0,53.1,6,3,2,50,0
750,3,1,31.0,0,0,7.75,6,2,1,50,0
751,2,0,4.0,1,1,23.0,4,3,3,56,1
752,3,1,6.0,0,1,12.475,3,3,2,50,1
753,3,1,33.0,0,0,9.5,6,3,1,50,0
754,3,1,23.0,0,0,7.8958,6,3,1,50,0
755,2,0,48.0,1,2,65.0,7,3,4,26,1
756,2,1,0.67,1,1,14.5,3,3,3,50,1
757,3,1,28.0,0,0,7.7958,6,3,1,50,0
758,2,1,18.0,0,0,11.5,6,3,1,50,0
759,3,1,34.0,0,0,8.05,6,3,1,50,0
760,1,0,33.0,0,0,86.5,2,3,1,50,1
761,3,1,,0,0,14.5,6,3,1,50,0
762,3,1,41.0,0,0,7.125,6,3,1,50,0
763,3,1,20.0,0,0,7.2292,6,1,1,50,1
764,1,0,36.0,1,2,120.0,7,3,4,10,1
765,3,1,16.0,0,0,7.775,6,3,1,50,0
766,1,0,51.0,1,0,77.9583,7,3,2,50,1
767,1,1,,0,0,39.6,1,1,1,50,0
768,3,0,30.5,0,0,7.75,4,2,1,50,0
769,3,1,,1,0,24.15,6,2,2,50,0
770,3,1,32.0,0,0,8.3625,6,3,1,50,0
771,3,1,24.0,0,0,9.5,6,3,1,50,0
772,3,1,48.0,0,0,7.8542,6,3,1,50,0
773,2,0,57.0,0,0,10.5,7,3,1,50,0
774,3,1,,0,0,7.225,6,1,1,50,0
775,2,0,54.0,1,3,23.0,7,3,5,50,1
776,3,1,18.0,0,0,7.75,6,3,1,50,0
777,3,1,,0,0,7.75,6,2,1,50,0
778,3,0,5.0,0,0,12.475,4,3,1,50,1
779,3,1,,0,0,7.7375,6,2,1,50,0
780,1,0,43.0,0,1,211.3375,7,3,2,50,1
781,3,0,13.0,0,0,7.2292,4,1,1,50,1
782,1,0,17.0,1,0,57.0,7,3,2,50,1
783,1,1,29.0,0,0,30.0,6,3,1,50,0
784,3,1,,1,2,23.45,6,3,4,29,0
785,3,1,25.0,0,0,7.05,6,3,1,50,0
786,3,1,25.0,0,0,7.25,6,3,1,50,0
787,3,0,18.0,0,0,7.4958,4,3,1,50,1
788,3,1,8.0,4,1,29.125,3,2,6,43,0
789,3,1,1.0,1,2,20.575,3,3,4,17,1
790,1,1,46.0,0,0,79.2,6,1,1,50,0
791,3,1,,0,0,7.75,6,2,1,50,0
792,2,1,16.0,0,0,26.0,6,3,1,50,0
793,3,0,,8,2,69.55,4,3,11,46,0
794,1,1,,0,0,30.6958,6,1,1,50,0
795,3,1,25.0,0,0,7.8958,6,3,1,50,0
796,2,1,39.0,0,0,13.0,6,3,1,50,0
797,1,0,49.0,0,0,25.9292,1,3,1,50,1
798,3,0,31.0,0,0,8.6833,7,3,1,50,1
799,3,1,30.0,0,0,7.2292,6,1,1,50,0
800,3,0,30.0,1,1,24.15,7,3,3,55,0
801,2,1,34.0,0,0,13.0,6,3,1,50,0
802,2,0,31.0,1,1,26.25,7,3,3,11,1
803,1,1,11.0,1,2,120.0,3,3,4,10,1
804,3,1,0.42,0,1,8.5167,3,1,2,50,1
805,3,1,27.0,0,0,6.975,6,3,1,50,1
806,3,1,31.0,0,0,7.775,6,3,1,50,0
807,1,1,39.0,0,0,0.0,6,3,1,50,0
808,3,0,18.0,0,0,7.775,4,3,1,50,0
809,2,1,39.0,0,0,13.0,6,3,1,50,0
810,1,0,33.0,1,0,53.1,7,3,2,50,1
811,3,1,26.0,0,0,7.8875,6,3,1,50,0
812,3,1,39.0,0,0,24.15,6,3,1,50,0
813,2,1,35.0,0,0,10.5,6,3,1,50,0
814,3,0,6.0,4,2,31.275,4,3,7,2,0
815,3,1,30.5,0,0,8.05,6,3,1,50,0
816,1,1,,0,0,0.0,6,3,1,50,0
817,3,0,23.0,0,0,7.925,4,3,1,50,0
818,2,1,31.0,1,1,37.0042,6,1,3,33,0
819,3,1,43.0,0,0,6.45,6,3,1,50,0
820,3,1,10.0,3,2,27.9,3,3,6,49,0
821,1,0,52.0,1,1,93.5,7,3,3,50,1
822,3,1,27.0,0,0,8.6625,6,3,1,50,1
823,1,1,38.0,0,0,0.0,2,3,1,50,0
824,3,0,27.0,0,1,12.475,7,3,2,50,1
825,3,1,2.0,4,1,39.6875,3,3,6,39,0
826,3,1,,0,0,6.95,6,2,1,50,0
827,3,1,,0,0,56.4958,6,3,1,50,0
828,2,1,1.0,0,2,37.0042,3,1,3,33,1
829,3,1,,0,0,7.75,6,2,1,50,1
830,1,0,62.0,0,0,80.0,7,0,1,50,1
831,3,0,15.0,1,0,14.4542,7,1,2,50,1
832,2,1,0.83,1,1,18.75,3,3,3,50,1
833,3,1,,0,0,7.2292,6,1,1,50,0
834,3,1,23.0,0,0,7.8542,6,3,1,50,0
835,3,1,18.0,0,0,8.3,6,3,1,50,0
836,1,0,39.0,1,1,83.1583,4,1,3,12,1
837,3,1,21.0,0,0,8.6625,6,3,1,50,0
838,3,1,,0,0,8.05,6,3,1,50,0
839,3,1,32.0,0,0,56.4958,6,3,1,50,1
840,1,1,,0,0,29.7,6,1,1,50,1
841,3,1,20.0,0,0,7.925,6,3,1,50,0
842,2,1,16.0,0,0,10.5,6,3,1,50,0
843,1,0,30.0,0,0,31.0,4,1,1,50,1
844,3,1,34.5,0,0,6.4375,6,1,1,50,0
845,3,1,17.0,0,0,8.6625,6,3,1,50,0
846,3,1,42.0,0,0,7.55,6,3,1,50,0
847,3,1,,8,2,69.55,6,3,11,46,0
848,3,1,35.0,0,0,7.8958,6,1,1,50,0
849,2,1,28.0,0,1,33.0,9,3,2,50,0
850,1,0,,1,0,89.1042,7,1,2,50,1
851,3,1,4.0,4,2,31.275,3,3,7,2,0
852,3,1,74.0,0,0,7.775,6,3,1,50,0
853,3,0,9.0,1,1,15.2458,4,1,3,6,0
854,1,0,16.0,0,1,39.4,4,3,2,50,1
855,2,0,44.0,1,0,26.0,7,3,2,50,0
856,3,0,18.0,0,1,9.35,7,3,2,50,1
857,1,0,45.0,1,1,164.8667,7,3,3,58,1
858,1,1,51.0,0,0,26.55,6,3,1,50,1
859,3,0,24.0,0,3,19.2583,7,1,4,4,1
860,3,1,,0,0,7.2292,6,1,1,50,0
861,3,1,41.0,2,0,14.1083,6,3,3,50,0
862,2,1,21.0,1,0,11.5,6,3,2,50,0
863,1,0,48.0,0,0,25.9292,7,3,1,50,1
864,3,0,,8,2,69.55,4,3,11,46,0
865,2,1,24.0,0,0,13.0,6,3,1,50,0
866,2,0,42.0,0,0,13.0,7,3,1,50,1
867,2,0,27.0,1,0,13.8583,4,1,2,50,1
868,1,1,31.0,0,0,50.4958,6,3,1,50,0
869,3,1,,0,0,9.5,6,3,1,50,0
870,3,1,4.0,1,1,11.1333,3,3,3,28,1
871,3,1,26.0,0,0,7.8958,6,3,1,50,0
872,1,0,47.0,1,1,52.5542,7,3,3,50,1
873,1,1,33.0,0,0,5.0,6,3,1,50,0
874,3,1,47.0,0,0,9.0,6,3,1,50,0
875,2,0,28.0,1,0,24.0,7,1,2,50,1
876,3,0,15.0,0,0,7.225,4,1,1,50,1
877,3,1,20.0,0,0,9.8458,6,3,1,50,0
878,3,1,19.0,0,0,7.8958,6,3,1,50,0
879,3,1,,0,0,7.8958,6,3,1,50,0
880,1,0,56.0,0,1,83.1583,7,1,2,50,1
881,2,0,25.0,0,1,26.0,7,3,2,50,1
882,3,1,33.0,0,0,7.8958,6,3,1,50,0
883,3,0,22.0,0,0,10.5167,4,3,1,50,0
884,2,1,28.0,0,0,10.5,6,3,1,50,0
885,3,1,25.0,0,0,7.05,6,3,1,50,0
886,3,0,39.0,0,5,29.125,7,2,6,43,0
887,2,1,27.0,0,0,13.0,9,3,1,50,0
888,1,0,19.0,0,0,30.0,4,3,1,50,1
889,3,0,,1,2,23.45,4,3,4,29,0
890,1,1,26.0,0,0,30.0,6,1,1,50,1
891,3,1,32.0,0,0,7.75,6,2,1,50,0
